ref_komodo_stable_id,komodo_stable_id,chicken_grcg6a_stable_id,crocodile_stable_id,turtle_painted_stable_id
ENSVKKG00000014851,,ENSGALG00000005657,,
ENSVKKG00000016873,,ENSGALG00000052612,,
ENSVKKG00000010204,,ENSGALG00000029244,,
ENSVKKG00000012147,,ENSGALG00000024077,,
ENSVKKG00000013718,,,ENSCPRG00005005056,
ENSVKKG00000006573,ENSVKKG00000006573,,,
ENSVKKG00000003608,,ENSGALG00000027950,,
ENSVKKG00000018505,,,,ENSCPBG00000025529
ENSVKKG00000005274,ENSVKKG00000005274,,,
ENSVKKG00000018278,ENSVKKG00000018278,ENSGALG00000009864,,ENSCPBG00000015501
ENSVKKG00000001519,,,,ENSCPBG00000025385
ENSVKKG00000000773,,,,ENSCPBG00000022031
ENSVKKG00000005384,,ENSGALG00000008207,,
ENSVKKG00000005035,,ENSGALG00000040549,,
ENSVKKG00000013884,,"{'ENSGALG00000001559', 'ENSGALG00000001721'}",,
ENSVKKG00000008317,,ENSGALG00000027258,,
ENSVKKG00000013999,,,,ENSCPBG00000022244
ENSVKKG00000000932,,ENSGALG00000004243,,
ENSVKKG00000014349,,ENSGALG00000008538,,
ENSVKKG00000016419,,ENSGALG00000026005,,
ENSVKKG00000012869,,"{'ENSGALG00000053594', 'ENSGALG00000040709'}",,
ENSVKKG00000005014,ENSVKKG00000005014,,,
ENSVKKG00000012550,,ENSGALG00000015379,,
ENSVKKG00000012762,,ENSGALG00000005703,,
ENSVKKG00000010564,,ENSGALG00000005957,,
ENSVKKG00000002392,ENSVKKG00000002392,,,
ENSVKKG00000014646,ENSVKKG00000014646,ENSGALG00000007110,,
ENSVKKG00000007072,ENSVKKG00000007072,ENSGALG00000038902,,
ENSVKKG00000002669,ENSVKKG00000002669,ENSGALG00000021685,,
ENSVKKG00000012624,,ENSGALG00000016895,,
ENSVKKG00000008823,,ENSGALG00000012586,,
ENSVKKG00000014254,,"{'ENSGALG00000004400', 'ENSGALG00000051564'}",,
ENSVKKG00000006296,ENSVKKG00000006296,ENSGALG00000016776,,
ENSVKKG00000007683,ENSVKKG00000007683,ENSGALG00000026363,,
ENSVKKG00000016422,,ENSGALG00000010562,,
ENSVKKG00000017099,ENSVKKG00000017099,ENSGALG00000041403,,
ENSVKKG00000001826,,ENSGALG00000008623,,
ENSVKKG00000017820,,,,ENSCPBG00000019546
ENSVKKG00000004628,,ENSGALG00000037219,,
ENSVKKG00000003122,,ENSGALG00000010035,,
ENSVKKG00000011696,,ENSGALG00000002886,,
ENSVKKG00000010855,,ENSGALG00000010643,,
ENSVKKG00000013477,,ENSGALG00000007717,,
ENSVKKG00000000284,,ENSGALG00000003881,,
ENSVKKG00000006898,,ENSGALG00000039474,,
ENSVKKG00000017858,,ENSGALG00000013848,,
ENSVKKG00000000806,,ENSGALG00000016301,,
ENSVKKG00000007536,ENSVKKG00000007536,ENSGALG00000032997,,
ENSVKKG00000017816,,ENSGALG00000007016,,
ENSVKKG00000005884,ENSVKKG00000005884,,,
ENSVKKG00000015476,,ENSGALG00000001472,,
ENSVKKG00000015012,,,,ENSCPBG00000016664
ENSVKKG00000011687,,ENSGALG00000040360,ENSCPRG00005007884,ENSCPBG00000007611
ENSVKKG00000017809,,ENSGALG00000006631,,
ENSVKKG00000006431,,ENSGALG00000036969,,
ENSVKKG00000017648,,ENSGALG00000013672,,
ENSVKKG00000018059,,,,ENSCPBG00000025039
ENSVKKG00000002647,,ENSGALG00000000678,,
ENSVKKG00000002094,,ENSGALG00000030511,,
ENSVKKG00000006425,,ENSGALG00000002606,,
ENSVKKG00000006335,,ENSGALG00000009020,,
ENSVKKG00000013458,,ENSGALG00000049326,,
ENSVKKG00000016744,,ENSGALG00000035466,,
ENSVKKG00000005416,,"{'ENSGALG00000048749', 'ENSGALG00000047025', 'ENSGALG00000050329', 'ENSGALG00000054070', 'ENSGALG00000049444', 'ENSGALG00000041380', 'ENSGALG00000051188', 'ENSGALG00000048063', 'ENSGALG00000053682', 'ENSGALG00000052371', 'ENSGALG00000052732', 'ENSGALG00000047314', 'ENSGALG00000051088', 'ENSGALG00000051054', 'ENSGALG00000052686', 'ENSGALG00000049208', 'ENSGALG00000033932', 'ENSGALG00000047380'}",,
ENSVKKG00000004315,,ENSGALG00000050811,,
ENSVKKG00000009391,,ENSGALG00000026846,,
ENSVKKG00000002314,,ENSGALG00000028265,,
ENSVKKG00000012034,,ENSGALG00000000438,,
ENSVKKG00000000561,,ENSGALG00000010950,,
ENSVKKG00000012207,,ENSGALG00000009740,,
ENSVKKG00000003770,,,,ENSCPBG00000025893
ENSVKKG00000002395,,,,ENSCPBG00000001333
ENSVKKG00000003704,,ENSGALG00000009064,,
ENSVKKG00000015716,,ENSGALG00000037408,,
ENSVKKG00000009686,,ENSGALG00000006563,,
ENSVKKG00000008649,ENSVKKG00000008649,ENSGALG00000040621,,
ENSVKKG00000011811,,ENSGALG00000007932,,
ENSVKKG00000016297,,ENSGALG00000024041,,
ENSVKKG00000008193,,ENSGALG00000009001,,
ENSVKKG00000011638,,ENSGALG00000006267,,
ENSVKKG00000005995,,ENSGALG00000016563,,
ENSVKKG00000008464,,ENSGALG00000047792,,
ENSVKKG00000016091,,ENSGALG00000010485,,
ENSVKKG00000016368,,ENSGALG00000042651,,
ENSVKKG00000009732,,ENSGALG00000002356,,
ENSVKKG00000014583,,,,ENSCPBG00000003743
ENSVKKG00000005032,,"{'ENSGALG00000047037', 'ENSGALG00000038799', 'ENSGALG00000038416', 'ENSGALG00000052903', 'ENSGALG00000048081', 'ENSGALG00000034232', 'ENSGALG00000050687'}",,
ENSVKKG00000000816,,ENSGALG00000042469,,ENSCPBG00000020412
ENSVKKG00000012255,,ENSGALG00000032259,,
ENSVKKG00000003099,,ENSGALG00000037094,,
ENSVKKG00000007734,,ENSGALG00000027482,,
ENSVKKG00000005763,ENSVKKG00000005763,ENSGALG00000011646,,
ENSVKKG00000017715,,ENSGALG00000051055,,ENSCPBG00000006221
ENSVKKG00000015980,,ENSGALG00000026928,,
ENSVKKG00000007168,ENSVKKG00000007168,,,
ENSVKKG00000010726,ENSVKKG00000010726,ENSGALG00000012697,,
ENSVKKG00000005464,ENSVKKG00000005464,,,
ENSVKKG00000013921,,ENSGALG00000016202,,
ENSVKKG00000017619,,ENSGALG00000013863,,
ENSVKKG00000008165,,ENSGALG00000008765,,
ENSVKKG00000017641,,ENSGALG00000013709,,
ENSVKKG00000000050,,ENSGALG00000003326,,
ENSVKKG00000012331,,ENSGALG00000016893,,
ENSVKKG00000004641,,ENSGALG00000054783,,
ENSVKKG00000009712,,ENSGALG00000011184,,
ENSVKKG00000001875,,ENSGALG00000028960,,
ENSVKKG00000003864,,ENSGALG00000002701,,
ENSVKKG00000018478,ENSVKKG00000018478,,,
ENSVKKG00000010948,ENSVKKG00000010948,ENSGALG00000015662,,ENSCPBG00000028339
ENSVKKG00000011179,,,,ENSCPBG00000010213
ENSVKKG00000003249,,ENSGALG00000004444,,
ENSVKKG00000010664,,ENSGALG00000030022,,
ENSVKKG00000013464,ENSVKKG00000013464,,,
ENSVKKG00000005794,,ENSGALG00000054619,,
ENSVKKG00000009932,,ENSGALG00000029583,,
ENSVKKG00000000227,,ENSGALG00000016996,,
ENSVKKG00000002275,,ENSGALG00000039742,,
ENSVKKG00000009906,,ENSGALG00000016832,,
ENSVKKG00000017909,,ENSGALG00000005064,,
ENSVKKG00000002451,ENSVKKG00000002451,,,
ENSVKKG00000017406,,ENSGALG00000049034,,
ENSVKKG00000010651,,ENSGALG00000043587,,
ENSVKKG00000005967,,ENSGALG00000017075,,
ENSVKKG00000015881,,ENSGALG00000010413,,
ENSVKKG00000005985,ENSVKKG00000005985,,,
ENSVKKG00000016066,,ENSGALG00000040877,,
ENSVKKG00000011969,,,,ENSCPBG00000012660
ENSVKKG00000011632,ENSVKKG00000011632,,,
ENSVKKG00000008553,ENSVKKG00000008553,ENSGALG00000010560,,
ENSVKKG00000000034,,ENSGALG00000006173,,
ENSVKKG00000005486,,,,ENSCPBG00000006292
ENSVKKG00000016026,ENSVKKG00000016026,,,
ENSVKKG00000003532,,ENSGALG00000004593,ENSCPRG00005010196,
ENSVKKG00000007176,ENSVKKG00000007176,,,
ENSVKKG00000016905,,ENSGALG00000045762,,
ENSVKKG00000014855,,ENSGALG00000005710,,
ENSVKKG00000017219,ENSVKKG00000017219,ENSGALG00000015351,,ENSCPBG00000004619
ENSVKKG00000011516,,ENSGALG00000005582,,
ENSVKKG00000002653,,ENSGALG00000051144,,
ENSVKKG00000011781,,ENSGALG00000045847,,
ENSVKKG00000003875,ENSVKKG00000003875,,,
ENSVKKG00000014638,,ENSGALG00000007041,,
ENSVKKG00000000325,ENSVKKG00000000325,ENSGALG00000005619,ENSCPRG00005014884,
ENSVKKG00000016604,ENSVKKG00000016604,,,
ENSVKKG00000016093,,ENSGALG00000017302,,
ENSVKKG00000014496,ENSVKKG00000014496,ENSGALG00000008025,,
ENSVKKG00000016834,,ENSGALG00000001153,,
ENSVKKG00000015371,,ENSGALG00000039403,,
ENSVKKG00000015191,,ENSGALG00000033277,,
ENSVKKG00000006814,,ENSGALG00000015128,,
ENSVKKG00000018697,,"{'ENSGALG00000047565', 'ENSGALG00000049838', 'ENSGALG00000049232'}",,
ENSVKKG00000009863,,ENSGALG00000016820,,
ENSVKKG00000000935,ENSVKKG00000000935,ENSGALG00000026970,,
ENSVKKG00000018620,,,,ENSCPBG00000017650
ENSVKKG00000006915,,ENSGALG00000008780,,
ENSVKKG00000006468,,ENSGALG00000012422,,
ENSVKKG00000006789,,,,ENSCPBG00000004289
ENSVKKG00000003773,,ENSGALG00000009032,,
ENSVKKG00000009517,ENSVKKG00000009517,ENSGALG00000008174,,
ENSVKKG00000009069,ENSVKKG00000009069,ENSGALG00000019063,,
ENSVKKG00000008527,,ENSGALG00000007218,,
ENSVKKG00000014644,,ENSGALG00000020479,,
ENSVKKG00000013493,,ENSGALG00000004646,,
ENSVKKG00000008986,,ENSGALG00000002229,,
ENSVKKG00000014916,ENSVKKG00000014916,,,
ENSVKKG00000000979,,ENSGALG00000022891,,
ENSVKKG00000017017,,ENSGALG00000002653,,
ENSVKKG00000000294,,ENSGALG00000010244,,
ENSVKKG00000000877,,ENSGALG00000009788,,
ENSVKKG00000006768,ENSVKKG00000006768,,,
ENSVKKG00000008650,,,,ENSCPBG00000005786
ENSVKKG00000011888,ENSVKKG00000011888,ENSGALG00000030732,,
ENSVKKG00000012334,,ENSGALG00000004637,,
ENSVKKG00000007839,,ENSGALG00000004162,,
ENSVKKG00000018403,,,ENSCPRG00005002010,
ENSVKKG00000016000,ENSVKKG00000016000,,,
ENSVKKG00000001295,,ENSGALG00000043041,,
ENSVKKG00000012451,,ENSGALG00000009995,,
ENSVKKG00000015572,,ENSGALG00000004412,,
ENSVKKG00000017379,,ENSGALG00000036680,,
ENSVKKG00000007876,,ENSGALG00000003507,,
ENSVKKG00000004910,,ENSGALG00000034716,,
ENSVKKG00000009479,ENSVKKG00000009479,ENSGALG00000009915,,
ENSVKKG00000011718,,ENSGALG00000037556,,
ENSVKKG00000010012,,ENSGALG00000004346,,
ENSVKKG00000014385,,ENSGALG00000029429,,
ENSVKKG00000000182,,ENSGALG00000009241,,
ENSVKKG00000005742,,ENSGALG00000011572,,ENSCPBG00000020202
ENSVKKG00000005451,,ENSGALG00000047861,,
ENSVKKG00000004731,ENSVKKG00000004731,,,
ENSVKKG00000009001,,ENSGALG00000037642,,
ENSVKKG00000006192,,ENSGALG00000029066,,
ENSVKKG00000009118,,ENSGALG00000049589,,
ENSVKKG00000003068,,ENSGALG00000035108,,
ENSVKKG00000009374,,ENSGALG00000003594,,
ENSVKKG00000018585,,ENSGALG00000012987,,
ENSVKKG00000018383,,ENSGALG00000013615,,
ENSVKKG00000018398,ENSVKKG00000018398,ENSGALG00000012739,,
ENSVKKG00000004079,ENSVKKG00000004079,"{'ENSGALG00000050405', 'ENSGALG00000047203', 'ENSGALG00000038222'}",,
ENSVKKG00000012528,,"{'ENSGALG00000048828', 'ENSGALG00000052770'}",,ENSCPBG00000024756
ENSVKKG00000015055,,ENSGALG00000005318,,
ENSVKKG00000013649,,ENSGALG00000052767,,
ENSVKKG00000000708,,ENSGALG00000031035,,
ENSVKKG00000017282,,,,ENSCPBG00000003634
ENSVKKG00000009766,,ENSGALG00000017228,,
ENSVKKG00000012629,,ENSGALG00000001231,,
ENSVKKG00000005065,ENSVKKG00000005065,,,
ENSVKKG00000010678,,ENSGALG00000007170,,
ENSVKKG00000009867,,ENSGALG00000012298,,
ENSVKKG00000000919,ENSVKKG00000000919,,,
ENSVKKG00000016960,,ENSGALG00000041621,,
ENSVKKG00000006748,,ENSGALG00000033068,,
ENSVKKG00000012794,,ENSGALG00000006049,,"{'ENSCPBG00000025983', 'ENSCPBG00000003631'}"
ENSVKKG00000010813,,"{'ENSGALG00000054210', 'ENSGALG00000045122', 'ENSGALG00000053854', 'ENSGALG00000003466', 'ENSGALG00000049903', 'ENSGALG00000019284'}",,
ENSVKKG00000012373,,ENSGALG00000003952,,
ENSVKKG00000008647,,"{'ENSGALG00000010108', 'ENSGALG00000049673'}",,
ENSVKKG00000002370,,ENSGALG00000001545,,
ENSVKKG00000004992,ENSVKKG00000004992,,,ENSCPBG00000026498
ENSVKKG00000004249,,ENSGALG00000016406,,
ENSVKKG00000000758,,ENSGALG00000033568,,
ENSVKKG00000000936,,ENSGALG00000011328,,
ENSVKKG00000001239,ENSVKKG00000001239,,,
ENSVKKG00000009462,,ENSGALG00000012659,,
ENSVKKG00000017051,,ENSGALG00000007979,,
ENSVKKG00000002741,,ENSGALG00000037256,,
ENSVKKG00000003129,,ENSGALG00000028225,,
ENSVKKG00000000128,ENSVKKG00000000128,ENSGALG00000006181,,
ENSVKKG00000016118,,ENSGALG00000001918,,
ENSVKKG00000018719,ENSVKKG00000018719,,,
ENSVKKG00000013577,,,ENSCPRG00005005030,
ENSVKKG00000002723,,ENSGALG00000015020,,
ENSVKKG00000014333,,ENSGALG00000032664,,
ENSVKKG00000003028,,ENSGALG00000043570,,
ENSVKKG00000017996,,ENSGALG00000016886,,ENSCPBG00000023299
ENSVKKG00000001368,,ENSGALG00000004631,,
ENSVKKG00000008258,,ENSGALG00000026864,,
ENSVKKG00000011068,ENSVKKG00000011068,ENSGALG00000043734,,
ENSVKKG00000013623,,ENSGALG00000035733,,
ENSVKKG00000005484,ENSVKKG00000005484,,,
ENSVKKG00000003989,,"{'ENSGALG00000048633', 'ENSGALG00000014724'}",,
ENSVKKG00000007850,ENSVKKG00000007850,ENSGALG00000037629,,
ENSVKKG00000016747,,ENSGALG00000051669,,
ENSVKKG00000008849,,"{'ENSGALG00000003172', 'ENSGALG00000039727'}",,
ENSVKKG00000012566,,ENSGALG00000015360,,
ENSVKKG00000003056,,ENSGALG00000009948,,
ENSVKKG00000016278,,,,ENSCPBG00000009113
ENSVKKG00000011459,ENSVKKG00000011459,,,
ENSVKKG00000011569,,ENSGALG00000004494,,
ENSVKKG00000014570,,ENSGALG00000013143,,
ENSVKKG00000001524,,,,ENSCPBG00000000937
ENSVKKG00000017364,,ENSGALG00000037067,,
ENSVKKG00000007729,,ENSGALG00000014298,,
ENSVKKG00000007248,,ENSGALG00000013740,,
ENSVKKG00000003170,,,,ENSCPBG00000012869
ENSVKKG00000006558,,ENSGALG00000030038,,
ENSVKKG00000016351,,ENSGALG00000004918,,
ENSVKKG00000000416,,ENSGALG00000012300,,
ENSVKKG00000007636,,ENSGALG00000014922,,
ENSVKKG00000013279,,"{'ENSGALG00000050131', 'ENSGALG00000000589', 'ENSGALG00000026396', 'ENSGALG00000049461', 'ENSGALG00000022875', 'ENSGALG00000049448', 'ENSGALG00000046794'}",,"{'ENSCPBG00000004875', 'ENSCPBG00000007728', 'ENSCPBG00000015211', 'ENSCPBG00000003625', 'ENSCPBG00000003483', 'ENSCPBG00000002828', 'ENSCPBG00000001758', 'ENSCPBG00000003640', 'ENSCPBG00000001172', 'ENSCPBG00000015212', 'ENSCPBG00000004685', 'ENSCPBG00000006077', 'ENSCPBG00000007786'}"
ENSVKKG00000009097,ENSVKKG00000009097,ENSGALG00000013356,,
ENSVKKG00000010086,,,"{'ENSCPRG00005006102', 'ENSCPRG00005006121'}",
ENSVKKG00000016684,,ENSGALG00000009668,,
ENSVKKG00000010135,,ENSGALG00000008937,,
ENSVKKG00000014161,,ENSGALG00000007267,,
ENSVKKG00000000168,,ENSGALG00000019690,,
ENSVKKG00000016205,ENSVKKG00000016205,ENSGALG00000002832,,
ENSVKKG00000016887,,ENSGALG00000035157,,
ENSVKKG00000010322,,ENSGALG00000006332,,
ENSVKKG00000017404,,ENSGALG00000039013,,
ENSVKKG00000008342,ENSVKKG00000008342,,,
ENSVKKG00000002068,,"{'ENSGALG00000000162', 'ENSGALG00000038393'}",,
ENSVKKG00000012213,,ENSGALG00000004170,,ENSCPBG00000017689
ENSVKKG00000015687,,ENSGALG00000015062,,"{'ENSCPBG00000019027', 'ENSCPBG00000019028', 'ENSCPBG00000019024', 'ENSCPBG00000019034', 'ENSCPBG00000007771', 'ENSCPBG00000019035'}"
ENSVKKG00000000907,,ENSGALG00000048067,,
ENSVKKG00000007924,,ENSGALG00000003391,,
ENSVKKG00000007147,ENSVKKG00000007147,,,
ENSVKKG00000017494,,ENSGALG00000021027,,
ENSVKKG00000018287,,,,ENSCPBG00000027893
ENSVKKG00000015582,ENSVKKG00000015582,,,
ENSVKKG00000012053,ENSVKKG00000012053,,,
ENSVKKG00000005856,,ENSGALG00000010702,,
ENSVKKG00000008028,,ENSGALG00000019761,,
ENSVKKG00000004047,,ENSGALG00000030859,,
ENSVKKG00000014797,,ENSGALG00000037698,,
ENSVKKG00000015616,,,,"{'ENSCPBG00000003854', 'ENSCPBG00000005182'}"
ENSVKKG00000012252,ENSVKKG00000012252,ENSGALG00000004028,,
ENSVKKG00000000404,,"{'ENSGALG00000010109', 'ENSGALG00000045795'}",,
ENSVKKG00000011557,ENSVKKG00000011557,,,
ENSVKKG00000004520,,ENSGALG00000010646,,
ENSVKKG00000008345,ENSVKKG00000008345,,,
ENSVKKG00000014379,,ENSGALG00000006512,,
ENSVKKG00000014309,,ENSGALG00000008195,,
ENSVKKG00000003358,,ENSGALG00000041080,,
ENSVKKG00000015321,,ENSGALG00000027761,,
ENSVKKG00000009440,,ENSGALG00000015787,,
ENSVKKG00000007633,,ENSGALG00000009448,,
ENSVKKG00000010839,,ENSGALG00000040498,,
ENSVKKG00000007778,,,,ENSCPBG00000013705
ENSVKKG00000004426,,ENSGALG00000037195,,
ENSVKKG00000013555,,ENSGALG00000052797,,
ENSVKKG00000000620,,ENSGALG00000014897,,
ENSVKKG00000014935,,,,"{'ENSCPBG00000001580', 'ENSCPBG00000001605'}"
ENSVKKG00000012599,,ENSGALG00000030118,,
ENSVKKG00000005462,,ENSGALG00000033339,,
ENSVKKG00000002330,ENSVKKG00000002330,,,
ENSVKKG00000008188,,ENSGALG00000014970,,
ENSVKKG00000004220,,ENSGALG00000010175,,
ENSVKKG00000018649,,ENSGALG00000047963,,
ENSVKKG00000007447,,"{'ENSGALG00000052881', 'ENSGALG00000052053', 'ENSGALG00000028565', 'ENSGALG00000052936', 'ENSGALG00000050703', 'ENSGALG00000052739', 'ENSGALG00000052992', 'ENSGALG00000047903', 'ENSGALG00000050719', 'ENSGALG00000045569', 'ENSGALG00000048480', 'ENSGALG00000048862', 'ENSGALG00000053430', 'ENSGALG00000047118', 'ENSGALG00000051286', 'ENSGALG00000052429', 'ENSGALG00000044463', 'ENSGALG00000045780', 'ENSGALG00000048086', 'ENSGALG00000048704', 'ENSGALG00000046772', 'ENSGALG00000050281', 'ENSGALG00000048333', 'ENSGALG00000050242'}",,
ENSVKKG00000016463,ENSVKKG00000016463,ENSGALG00000012056,,
ENSVKKG00000005716,,ENSGALG00000012444,,
ENSVKKG00000002207,,ENSGALG00000013548,,
ENSVKKG00000011189,ENSVKKG00000011189,,,ENSCPBG00000010213
ENSVKKG00000003883,,ENSGALG00000008561,,
ENSVKKG00000007371,ENSVKKG00000007371,ENSGALG00000039595,,
ENSVKKG00000008911,,ENSGALG00000003135,,
ENSVKKG00000011840,,"{'ENSGALG00000021092', 'ENSGALG00000003025'}",,
ENSVKKG00000018250,,,,ENSCPBG00000006986
ENSVKKG00000015256,,,,ENSCPBG00000009985
ENSVKKG00000007375,,ENSGALG00000034396,,
ENSVKKG00000014081,,ENSGALG00000005754,,
ENSVKKG00000013646,,ENSGALG00000004363,,
ENSVKKG00000009049,,ENSGALG00000030457,,
ENSVKKG00000008608,,ENSGALG00000012621,,
ENSVKKG00000003873,ENSVKKG00000003873,,,
ENSVKKG00000018425,,ENSGALG00000003472,,
ENSVKKG00000009495,,ENSGALG00000004837,,
ENSVKKG00000014694,,,,ENSCPBG00000023767
ENSVKKG00000002546,ENSVKKG00000002546,ENSGALG00000001525,,
ENSVKKG00000008700,,ENSGALG00000016806,,
ENSVKKG00000015524,,ENSGALG00000003854,,
ENSVKKG00000007766,,ENSGALG00000002445,,
ENSVKKG00000004385,,ENSGALG00000035539,,
ENSVKKG00000003594,,ENSGALG00000004594,,
ENSVKKG00000005779,,ENSGALG00000032207,,
ENSVKKG00000005033,,ENSGALG00000016348,,
ENSVKKG00000010699,,ENSGALG00000037872,,
ENSVKKG00000004626,,ENSGALG00000004245,,
ENSVKKG00000010551,,ENSGALG00000005753,,
ENSVKKG00000007875,,ENSGALG00000041914,,
ENSVKKG00000017516,,ENSGALG00000041863,,
ENSVKKG00000018216,,"{'ENSGALG00000001389', 'ENSGALG00000048457'}",,
ENSVKKG00000013852,ENSVKKG00000013852,ENSGALG00000033772,,
ENSVKKG00000004820,,ENSGALG00000015138,,
ENSVKKG00000016316,,ENSGALG00000003651,,
ENSVKKG00000006684,,ENSGALG00000026080,,
ENSVKKG00000017395,,ENSGALG00000011005,,ENSCPBG00000005827
ENSVKKG00000015300,,ENSGALG00000043672,,ENSCPBG00000016722
ENSVKKG00000009823,,ENSGALG00000043597,,
ENSVKKG00000014097,,,,ENSCPBG00000022905
ENSVKKG00000015897,,ENSGALG00000037712,,
ENSVKKG00000010828,,ENSGALG00000013091,ENSCPRG00005012708,
ENSVKKG00000003693,,,ENSCPRG00005012468,
ENSVKKG00000017175,ENSVKKG00000017175,,,
ENSVKKG00000010574,,"{'ENSGALG00000036259', 'ENSGALG00000054205'}",,
ENSVKKG00000006730,,,,ENSCPBG00000004266
ENSVKKG00000010682,,ENSGALG00000007248,,
ENSVKKG00000015779,,ENSGALG00000036491,,
ENSVKKG00000013684,,ENSGALG00000003821,,
ENSVKKG00000000175,,ENSGALG00000030220,,
ENSVKKG00000011252,,ENSGALG00000034016,,
ENSVKKG00000007473,,ENSGALG00000033038,,
ENSVKKG00000003080,,ENSGALG00000002719,,
ENSVKKG00000015623,,ENSGALG00000003356,,
ENSVKKG00000012922,,ENSGALG00000006157,,
ENSVKKG00000009817,,ENSGALG00000026182,,
ENSVKKG00000005592,,ENSGALG00000025811,,
ENSVKKG00000012136,,ENSGALG00000036931,,
ENSVKKG00000003588,,ENSGALG00000015110,,
ENSVKKG00000006367,ENSVKKG00000006367,,,
ENSVKKG00000013089,,ENSGALG00000002082,,
ENSVKKG00000007693,,ENSGALG00000038254,,
ENSVKKG00000017333,,ENSGALG00000013468,,
ENSVKKG00000001347,,,,ENSCPBG00000009027
ENSVKKG00000008779,ENSVKKG00000008779,ENSGALG00000041821,,
ENSVKKG00000012462,,,,"{'ENSCPBG00000002994', 'ENSCPBG00000015131', 'ENSCPBG00000001782', 'ENSCPBG00000004192', 'ENSCPBG00000022421', 'ENSCPBG00000015137', 'ENSCPBG00000005729'}"
ENSVKKG00000014517,,ENSGALG00000005769,,
ENSVKKG00000016221,,,,ENSCPBG00000011644
ENSVKKG00000008305,ENSVKKG00000008305,,,
ENSVKKG00000003782,,ENSGALG00000012223,,
ENSVKKG00000006532,,"{'ENSGALG00000030099', 'ENSGALG00000047031'}",,
ENSVKKG00000010159,,"{'ENSGALG00000023760', 'ENSGALG00000003519', 'ENSGALG00000031807'}",,
ENSVKKG00000008016,,ENSGALG00000010276,,
ENSVKKG00000012720,,ENSGALG00000001956,,
ENSVKKG00000012146,,ENSGALG00000010991,,
ENSVKKG00000018217,,"{'ENSGALG00000001389', 'ENSGALG00000048457'}",,
ENSVKKG00000005291,,ENSGALG00000008415,,
ENSVKKG00000005788,,ENSGALG00000029172,,
ENSVKKG00000007388,,ENSGALG00000046326,,
ENSVKKG00000014591,,ENSGALG00000013134,,
ENSVKKG00000016003,ENSVKKG00000016003,ENSGALG00000027579,,
ENSVKKG00000013644,,ENSGALG00000006749,,
ENSVKKG00000003161,,ENSGALG00000031163,,
ENSVKKG00000017913,,ENSGALG00000005028,,
ENSVKKG00000001146,ENSVKKG00000001146,,,
ENSVKKG00000013706,,ENSGALG00000028326,,
ENSVKKG00000000215,,ENSGALG00000055101,,
ENSVKKG00000008112,,,,ENSCPBG00000026627
ENSVKKG00000011275,,ENSGALG00000029102,,
ENSVKKG00000012649,,,ENSCPRG00005018782,
ENSVKKG00000003334,,ENSGALG00000015517,,
ENSVKKG00000014845,,ENSGALG00000047182,,
ENSVKKG00000016741,ENSVKKG00000016741,,,
ENSVKKG00000009291,ENSVKKG00000009291,ENSGALG00000012827,,
ENSVKKG00000015602,,ENSGALG00000009291,,
ENSVKKG00000000453,ENSVKKG00000000453,,,ENSCPBG00000022020
ENSVKKG00000010319,ENSVKKG00000010319,ENSGALG00000040369,,
ENSVKKG00000017472,,ENSGALG00000006002,,
ENSVKKG00000012232,ENSVKKG00000012232,,,
ENSVKKG00000007109,,,,ENSCPBG00000015692
ENSVKKG00000007021,,ENSGALG00000023364,,
ENSVKKG00000011208,,"{'ENSGALG00000038549', 'ENSGALG00000029476'}",,
ENSVKKG00000005181,,ENSGALG00000040480,,
ENSVKKG00000008706,,ENSGALG00000006855,,
ENSVKKG00000000686,,ENSGALG00000013621,,
ENSVKKG00000007080,,ENSGALG00000006205,,
ENSVKKG00000007020,,,,ENSCPBG00000009740
ENSVKKG00000018274,,ENSGALG00000009854,,
ENSVKKG00000002672,,ENSGALG00000021686,,
ENSVKKG00000012725,ENSVKKG00000012725,,,
ENSVKKG00000012434,ENSVKKG00000012434,,,
ENSVKKG00000016178,,ENSGALG00000038467,,
ENSVKKG00000017999,ENSVKKG00000017999,,,
ENSVKKG00000001210,ENSVKKG00000001210,,,
ENSVKKG00000005820,,,,"{'ENSCPBG00000020204', 'ENSCPBG00000020194'}"
ENSVKKG00000016391,,ENSGALG00000040308,,
ENSVKKG00000018342,,ENSGALG00000035081,,
ENSVKKG00000001775,,,,ENSCPBG00000003847
ENSVKKG00000010655,,ENSGALG00000037504,,
ENSVKKG00000011200,,ENSGALG00000005543,,
ENSVKKG00000011953,,ENSGALG00000036892,,
ENSVKKG00000014017,ENSVKKG00000014017,ENSGALG00000032854,,
ENSVKKG00000012701,,ENSGALG00000021656,,
ENSVKKG00000011682,,ENSGALG00000016917,,
ENSVKKG00000014518,,ENSGALG00000005223,,
ENSVKKG00000008091,,ENSGALG00000051302,,
ENSVKKG00000005586,,ENSGALG00000011428,,
ENSVKKG00000014065,,,ENSCPRG00005006344,
ENSVKKG00000007848,ENSVKKG00000007848,ENSGALG00000039169,,
ENSVKKG00000006779,,ENSGALG00000010497,,
ENSVKKG00000001317,,,,ENSCPBG00000021709
ENSVKKG00000000696,,ENSGALG00000015261,,
ENSVKKG00000010720,,ENSGALG00000042452,,
ENSVKKG00000007611,,"{'ENSGALG00000044995', 'ENSGALG00000050669'}",,
ENSVKKG00000007745,,ENSGALG00000014277,,
