komodo_stable_id,komodo_name,turtle_painted_stable_id,turtle_painted_name,crocodile_stable_id,crocodile_name,chicken_grcg6a_stable_id,chicken_grcg6a_name
ENSVKKG00000017121,PPIL2,ENSCPBG00000010578,PPIL2,ENSCPRG00005000615,PPIL2,ENSGALG00000042052,PPIL2
ENSVKKG00000008628,CLASP2,ENSCPBG00000013429,CLASP2,ENSCPRG00005009194,CLASP2,ENSGALG00000032647,CLASP2
ENSVKKG00000015504,GRAMD2B,ENSCPBG00000010814,GRAMD2B,ENSCPRG00005011882,GRAMD2B,ENSGALG00000008237,GRAMD2B
ENSVKKG00000009791,CHDH,ENSCPBG00000021433,CHDH,ENSCPRG00005019003,CHDH,ENSGALG00000005363,CHDH
ENSVKKG00000015090,DALRD3,ENSCPBG00000004002,DALRD3,ENSCPRG00005016712,DALRD3,ENSGALG00000036976,DALRD3
ENSVKKG00000017483,PMPCA,ENSCPBG00000012196,PMPCA,ENSCPRG00005008966,PMPCA,ENSGALG00000001950,PMPCA
ENSVKKG00000003359,PCYT1A,ENSCPBG00000008189,PCYT1A,ENSCPRG00005012487,PCYT1A,ENSGALG00000007474,PCYT1A
ENSVKKG00000012026,AK3,ENSCPBG00000025480,AK3,ENSCPRG00005004395,AK3,ENSGALG00000014447,AK3
ENSVKKG00000009117,MMP27,ENSCPBG00000027441,MMP27,ENSCPRG00005014809,MMP27,ENSGALG00000019060,MMP27
ENSVKKG00000015802,SYT2,ENSCPBG00000001166,SYT2,ENSCPRG00005006418,SYT2,ENSGALG00000026033,SYT2
ENSVKKG00000013372,C20orf85,ENSCPBG00000023932,C20orf85,ENSCPRG00005005074,C20orf85,ENSGALG00000027484,C20orf85
ENSVKKG00000005295,REV3L,ENSCPBG00000006535,REV3L,ENSCPRG00005001980,REV3L,ENSGALG00000015033,REV3L
ENSVKKG00000005496,AFG1L,ENSCPBG00000006280,AFG1L,ENSCPRG00005001415,AFG1L,ENSGALG00000015303,AFG1L
ENSVKKG00000010235,NR1H4,ENSCPBG00000004615,NR1H4,ENSCPRG00005000403,NR1H4,ENSGALG00000011594,NR1H4
ENSVKKG00000014659,CCDC171,ENSCPBG00000025280,CCDC171,ENSCPRG00005000836,CCDC171,ENSGALG00000015103,CCDC171
ENSVKKG00000006211,CHST8,ENSCPBG00000001302,CHST8,ENSCPRG00005004397,CHST8,ENSGALG00000004903,CHST8
ENSVKKG00000005541,SMARCD1,ENSCPBG00000019381,SMARCD1,ENSCPRG00005003631,SMARCD1,ENSGALG00000029247,SMARCD1
ENSVKKG00000015848,VPS26C,ENSCPBG00000004308,VPS26C,ENSCPRG00005015739,VPS26C,ENSGALG00000016052,VPS26C
ENSVKKG00000003409,FUT9,ENSCPBG00000003059,FUT9,ENSCPRG00005017327,FUT9,ENSGALG00000042116,FUT9
ENSVKKG00000010479,LRIT3,ENSCPBG00000004330,LRIT3,ENSCPRG00005005617,LRIT3,ENSGALG00000026627,LRIT3
ENSVKKG00000005936,ACE2,ENSCPBG00000012731,ACE2,ENSCPRG00005005691,ACE2,ENSGALG00000016554,ACE2
ENSVKKG00000013166,AAR2,ENSCPBG00000018203,AAR2,ENSCPRG00005013643,AAR2,ENSGALG00000001034,AAR2
ENSVKKG00000011636,DUSP29,ENSCPBG00000012718,DUSP29,ENSCPRG00005007922,DUSP29,ENSGALG00000005019,DUPD1
ENSVKKG00000011352,GNG10,ENSCPBG00000008816,GNG10,ENSCPRG00005015079,GNG10,ENSGALG00000015683,GNG10
ENSVKKG00000018445,PSMC3,ENSCPBG00000022907,PSMC3,ENSCPRG00005017298,PSMC3,ENSGALG00000008108,PSMC3
ENSVKKG00000007243,ZC3H12C,ENSCPBG00000021043,ZC3H12C,ENSCPRG00005013268,ZC3H12C,ENSGALG00000017154,ZC3H12C
ENSVKKG00000014983,RNF145,ENSCPBG00000001410,RNF145,ENSCPRG00005013497,RNF145,ENSGALG00000003691,RNF145
ENSVKKG00000010553,SNX12,ENSCPBG00000016706,SNX12,ENSCPRG00005003586,SNX12,ENSGALG00000005659,SNX12
ENSVKKG00000009756,SPATS2L,ENSCPBG00000011805,SPATS2L,ENSCPRG00005009201,SPATS2L,ENSGALG00000008152,SPATS2L
ENSVKKG00000010327,SMIM12,ENSCPBG00000018693,SMIM12,ENSCPRG00005000185,SMIM12,ENSGALG00000030261,SMIM12
ENSVKKG00000018593,,ENSCPBG00000027291,,ENSCPRG00005017398,,ENSGALG00000012974,WASH1
ENSVKKG00000014123,ZNF469,ENSCPBG00000023504,,ENSCPRG00005006907,ZNF469,ENSGALG00000047024,ZNF469
ENSVKKG00000006342,CEBPD,ENSCPBG00000020929,CEBPD,ENSCPRG00005015316,,ENSGALG00000040180,CEBPD
ENSVKKG00000001465,EIF4E2,ENSCPBG00000016187,EIF4E2,ENSCPRG00005011843,EIF4E2,ENSGALG00000007919,EIF4E2
ENSVKKG00000016424,ACP2,ENSCPBG00000015503,ACP2,ENSCPRG00005014864,ACP2,ENSGALG00000008211,ACP2
ENSVKKG00000000043,CDCP1,ENSCPBG00000023200,CDCP1,ENSCPRG00005008372,CDCP1,ENSGALG00000040447,CDCP1
ENSVKKG00000002532,HOXB7,ENSCPBG00000027341,HOXB7,ENSCPRG00005007234,HOXB7,ENSGALG00000032740,HOXB7
ENSVKKG00000015941,,ENSCPBG00000018110,,ENSCPRG00005006183,,ENSGALG00000047516,
ENSVKKG00000001202,PARP12,ENSCPBG00000013389,PARP12,ENSCPRG00005018170,PARP12,ENSGALG00000046187,PARP12
ENSVKKG00000002711,POLRMT,ENSCPBG00000009869,POLRMT,ENSCPRG00005015008,POLRMT,ENSGALG00000001377,POLRMT
ENSVKKG00000000815,ELK4,ENSCPBG00000001590,ELK4,ENSCPRG00005010318,ELK4,ENSGALG00000042137,ELK4
ENSVKKG00000016572,GMPS,ENSCPBG00000018525,GMPS,ENSCPRG00005007269,GMPS,ENSGALG00000010284,GMPS
ENSVKKG00000003880,ADD3,ENSCPBG00000012833,ADD3,ENSCPRG00005011399,ADD3,ENSGALG00000008542,ADD3
ENSVKKG00000006281,RPLP0,ENSCPBG00000011382,RPLP0,ENSCPRG00005005164,RPLP0,ENSGALG00000023294,RPLP0
ENSVKKG00000001112,IMMP1L,ENSCPBG00000011737,IMMP1L,ENSCPRG00005007272,IMMP1L,ENSGALG00000012128,IMMP1L
ENSVKKG00000007845,PRKAR1A,ENSCPBG00000009705,PRKAR1A,ENSCPRG00005018556,PRKAR1A,ENSGALG00000004237,PRKAR1A
ENSVKKG00000002586,LRRC41,ENSCPBG00000005687,LRRC41,ENSCPRG00005017926,LRRC41,ENSGALG00000010359,LRRC41
ENSVKKG00000016165,CDK1,ENSCPBG00000011212,CDK1,ENSCPRG00005010155,CDK1,ENSGALG00000003085,CDK1
ENSVKKG00000004414,DRD4,ENSCPBG00000024173,DRD4,ENSCPRG00005010135,DRD4,ENSGALG00000040761,DRD4
ENSVKKG00000017301,GPR15,ENSCPBG00000013861,GPR15,ENSCPRG00005003990,GPR15,ENSGALG00000015133,GPR15
ENSVKKG00000014897,,ENSCPBG00000024225,,ENSCPRG00005005676,,ENSGALG00000028324,
ENSVKKG00000002406,TBX21,ENSCPBG00000027414,TBX21,ENSCPRG00005007057,TBX21,ENSGALG00000050240,TBX21
ENSVKKG00000009997,EFNB1,ENSCPBG00000014428,EFNB1,ENSCPRG00005009087,EFNB1,ENSGALG00000036539,EFNB1
ENSVKKG00000010689,ZC3H15,ENSCPBG00000001108,ZC3H15,ENSCPRG00005012336,ZC3H15,ENSGALG00000041857,ZC3H15
ENSVKKG00000001056,NR1D2,ENSCPBG00000022587,NR1D2,ENSCPRG00005002147,NR1D2,ENSGALG00000011291,NR1D2
ENSVKKG00000002472,TXNRD3,ENSCPBG00000014404,TXNRD3,ENSCPRG00005017900,TXNRD3,ENSGALG00000039363,TXNRD3
ENSVKKG00000018452,C1QTNF4,ENSCPBG00000016956,C1QTNF4,ENSCPRG00005017446,C1QTNF4,ENSGALG00000008080,C1QTNF4
ENSVKKG00000011498,HMCES,ENSCPBG00000014333,HMCES,ENSCPRG00005018182,HMCES,ENSGALG00000005897,HMCES
ENSVKKG00000003189,C2orf76,ENSCPBG00000013938,C2orf76,ENSCPRG00005003361,C2orf76,ENSGALG00000012113,C7H2ORF76
ENSVKKG00000014872,,ENSCPBG00000018489,,ENSCPRG00005003351,,ENSGALG00000005884,
ENSVKKG00000006302,CCNL1,ENSCPBG00000018400,CCNL1,ENSCPRG00005007539,CCNL1,ENSGALG00000009699,CCNL1
ENSVKKG00000011621,,ENSCPBG00000001474,,ENSCPRG00005010777,,ENSGALG00000025876,THPO
ENSVKKG00000011388,GK5,ENSCPBG00000002311,GK5,ENSCPRG00005001775,GK5,ENSGALG00000002729,GK5
ENSVKKG00000007038,CACTIN,ENSCPBG00000017114,CACTIN,ENSCPRG00005012199,CACTIN,ENSGALG00000024391,CACTIN
ENSVKKG00000017313,GAP43,ENSCPBG00000003022,GAP43,ENSCPRG00005003829,GAP43,ENSGALG00000015089,GAP43
ENSVKKG00000018587,CHL1,ENSCPBG00000028321,CHL1,ENSCPRG00005015694,CHL1,ENSGALG00000037856,CHL1
ENSVKKG00000001395,C5orf34,ENSCPBG00000007663,C5orf34,ENSCPRG00005016243,C5orf34,ENSGALG00000014865,C5orf34
ENSVKKG00000000890,,ENSCPBG00000016403,,ENSCPRG00005011954,,ENSGALG00000007814,
ENSVKKG00000018625,,ENSCPBG00000014970,CHERP,ENSCPRG00005017109,CHERP,ENSGALG00000003824,CHERP
ENSVKKG00000006787,SMURF1,ENSCPBG00000020821,SMURF1,ENSCPRG00005016127,SMURF1,ENSGALG00000004655,SMURF1
ENSVKKG00000011286,,ENSCPBG00000015800,,ENSCPRG00005012637,,ENSGALG00000037828,SLC47A1
ENSVKKG00000009596,C11orf54,ENSCPBG00000011164,C11orf54,ENSCPRG00005015358,C11orf54,ENSGALG00000017219,C1H11ORF54
ENSVKKG00000016340,POU2AF1,ENSCPBG00000009141,POU2AF1,ENSCPRG00005004161,POU2AF1,ENSGALG00000006809,POU2AF1
ENSVKKG00000013677,INO80D,ENSCPBG00000019181,INO80D,ENSCPRG00005001847,INO80D,ENSGALG00000029701,INO80D
ENSVKKG00000012010,DENND2B,ENSCPBG00000022790,DENND2B,ENSCPRG00005001590,DENND2B,ENSGALG00000047559,DENND2B
ENSVKKG00000007889,TFAP2D,ENSCPBG00000021688,TFAP2D,ENSCPRG00005001788,TFAP2D,ENSGALG00000019842,TFAP2D
ENSVKKG00000002313,OTULINL,ENSCPBG00000028361,OTULINL,ENSCPRG00005016210,OTULINL,ENSGALG00000012965,FAM105A
ENSVKKG00000002147,SYT12,ENSCPBG00000011419,SYT12,ENSCPRG00005009433,SYT12,ENSGALG00000004306,SYT12
ENSVKKG00000011260,RASA2,ENSCPBG00000023885,RASA2,ENSCPRG00005001834,RASA2,ENSGALG00000002850,RASA2
ENSVKKG00000006805,PRL,ENSCPBG00000006853,PRL,ENSCPRG00005003639,PRL,ENSGALG00000012671,prl
ENSVKKG00000003530,CNTN1,ENSCPBG00000015524,CNTN1,ENSCPRG00005009439,CNTN1,ENSGALG00000009523,CNTN1
ENSVKKG00000016511,CLRN1,ENSCPBG00000018845,CLRN1,ENSCPRG00005006872,CLRN1,ENSGALG00000010384,CLRN1
ENSVKKG00000013749,KCNJ13,ENSCPBG00000024389,KCNJ13,ENSCPRG00005008553,KCNJ13,ENSGALG00000001490,KCNJ13
ENSVKKG00000003785,TMBIM6,ENSCPBG00000019962,TMBIM6,ENSCPRG00005001649,TMBIM6,ENSGALG00000031426,TMBIM6
ENSVKKG00000018737,MTO1,ENSCPBG00000005210,MTO1,ENSCPRG00005013270,MTO1,ENSGALG00000015923,MTO1
ENSVKKG00000011903,,ENSCPBG00000013430,,ENSCPRG00005018645,,ENSGALG00000040754,CYP1C1
ENSVKKG00000009835,DAPP1,ENSCPBG00000016367,DAPP1,ENSCPRG00005012158,DAPP1,ENSGALG00000043681,DAPP1
ENSVKKG00000013576,NUP85,ENSCPBG00000028114,NUP85,ENSCPRG00005003356,NUP85,ENSGALG00000007974,NUP85
ENSVKKG00000012380,HEATR5A,ENSCPBG00000026015,HEATR5A,ENSCPRG00005002056,HEATR5A,ENSGALG00000052280,HEATR5A
ENSVKKG00000015279,DVL3,ENSCPBG00000015583,,ENSCPRG00005011601,DVL3,ENSGALG00000008414,DVL3
ENSVKKG00000009401,MAML2,ENSCPBG00000024057,MAML2,ENSCPRG00005015057,MAML2,ENSGALG00000017199,MAML2
ENSVKKG00000011905,SEPTIN6,ENSCPBG00000020698,SEPTIN6,ENSCPRG00005005923,SEPTIN6,ENSGALG00000008633,SEPT6
ENSVKKG00000007510,TMEM241,ENSCPBG00000027223,,ENSCPRG00005014233,TMEM241,ENSGALG00000035384,TMEM241
ENSVKKG00000004833,TRPM3,ENSCPBG00000020113,TRPM3,ENSCPRG00005005901,TRPM3,ENSGALG00000015126,TRPM3
ENSVKKG00000015108,USP19,ENSCPBG00000008674,USP19,ENSCPRG00005016837,USP19,ENSGALG00000006824,USP19
ENSVKKG00000009803,HPSE,ENSCPBG00000007796,HPSE,ENSCPRG00005014984,HPSE,ENSGALG00000011203,HPSE
ENSVKKG00000006442,PSMD5,ENSCPBG00000012085,PSMD5,ENSCPRG00005009643,PSMD5,ENSGALG00000001637,PSMD5
ENSVKKG00000003554,PNPLA8,ENSCPBG00000026288,PNPLA8,ENSCPRG00005009762,PNPLA8,ENSGALG00000009505,PNPLA8
ENSVKKG00000006708,LRFN5,ENSCPBG00000014156,LRFN5,ENSCPRG00005018748,LRFN5,ENSGALG00000012505,LRFN5
ENSVKKG00000000854,,ENSCPBG00000022397,RTN1,ENSCPRG00005017988,RTN1,ENSGALG00000012006,RTN1
ENSVKKG00000015152,GPR62,ENSCPBG00000016566,GPR62,ENSCPRG00005019205,GPR62,ENSGALG00000038624,GPR62
ENSVKKG00000003841,DNAJB12,ENSCPBG00000025873,DNAJB12,ENSCPRG00005009680,DNAJB12,ENSGALG00000034104,DNAJB12
ENSVKKG00000017260,FAM102A,ENSCPBG00000025239,FAM102A,ENSCPRG00005000074,FAM102A,ENSGALG00000005074,FAM102A
ENSVKKG00000000507,ABCA4,ENSCPBG00000017387,ABCA4,ENSCPRG00005015301,ABCA4,ENSGALG00000005752,ABCA4
ENSVKKG00000014202,WWOX,ENSCPBG00000009477,WWOX,ENSCPRG00005005732,WWOX,ENSGALG00000005377,WWOX
ENSVKKG00000013326,,ENSCPBG00000004512,,ENSCPRG00005002826,,ENSGALG00000029142,
ENSVKKG00000010742,,ENSCPBG00000027409,LBP,ENSCPRG00005008008,,ENSGALG00000006756,LBP
ENSVKKG00000008445,SECISBP2,ENSCPBG00000005608,SECISBP2,ENSCPRG00005010272,SECISBP2,ENSGALG00000010694,SECISBP2
ENSVKKG00000013159,DBX1,ENSCPBG00000014043,DBX1,ENSCPRG00005009481,DBX1,ENSGALG00000003965,LEUTX
ENSVKKG00000011976,BBOF1,ENSCPBG00000026217,BBOF1,ENSCPRG00005004060,BBOF1,ENSGALG00000045856,BBOF1
ENSVKKG00000009472,INO80,ENSCPBG00000013491,INO80,ENSCPRG00005018607,INO80,ENSGALG00000008553,INO80
ENSVKKG00000002667,HIVEP3,ENSCPBG00000015630,HIVEP3,ENSCPRG00005004442,HIVEP3,ENSGALG00000027365,HIVEP3
ENSVKKG00000006689,IARS1,ENSCPBG00000001174,IARS1,ENSCPRG00005019188,IARS1,ENSGALG00000004813,IARS1
ENSVKKG00000002922,PMS1,ENSCPBG00000020479,PMS1,ENSCPRG00005011879,PMS1,ENSGALG00000034011,PMS1
ENSVKKG00000006341,MKKS,ENSCPBG00000023335,MKKS,ENSCPRG00005012132,MKKS,ENSGALG00000009013,MKKS
ENSVKKG00000009704,RASGEF1B,ENSCPBG00000008051,RASGEF1B,ENSCPRG00005007628,RASGEF1B,ENSGALG00000010903,RASGEF1B
ENSVKKG00000016332,CNGA2,ENSCPBG00000001811,CNGA2,ENSCPRG00005007016,CNGA2,ENSGALG00000007282,CNGA2
ENSVKKG00000010269,GOLT1A,ENSCPBG00000017391,GOLT1A,ENSCPRG00005010937,GOLT1A,ENSGALG00000050224,GOLT1A
ENSVKKG00000006581,RBFA,ENSCPBG00000006437,RBFA,ENSCPRG00005004420,RBFA,ENSGALG00000036067,RBFA
ENSVKKG00000000784,CILK1,ENSCPBG00000022030,CILK1,ENSCPRG00005010652,CILK1,ENSGALG00000016321,CILK1
ENSVKKG00000016478,MADD,ENSCPBG00000015642,MADD,ENSCPRG00005015319,MADD,ENSGALG00000008181,MADD
ENSVKKG00000001583,HMGCR,ENSCPBG00000000934,HMGCR,ENSCPRG00005000561,HMGCR,ENSGALG00000014948,HMGCR
ENSVKKG00000016238,CTNNA3,ENSCPBG00000019525,,ENSCPRG00005006122,CTNNA3,ENSGALG00000002845,CTNNA3
ENSVKKG00000016319,PMM2,ENSCPBG00000026644,PMM2,ENSCPRG00005003541,PMM2,ENSGALG00000007326,PMM2
ENSVKKG00000005642,PDZD8,ENSCPBG00000002285,PDZD8,ENSCPRG00005010673,PDZD8,ENSGALG00000029095,PDZD8
ENSVKKG00000006889,NUP155,ENSCPBG00000004106,NUP155,ENSCPRG00005015889,NUP155,ENSGALG00000003688,NUP155
ENSVKKG00000008571,HSPA4L,ENSCPBG00000017495,HSPA4L,ENSCPRG00005004511,HSPA4L,ENSGALG00000010185,HSPA4L
ENSVKKG00000005869,STRIP1,ENSCPBG00000001570,STRIP1,ENSCPRG00005003725,STRIP1,ENSGALG00000037995,STRIP1
ENSVKKG00000008217,,ENSCPBG00000014320,,ENSCPRG00005009310,,ENSGALG00000004169,
ENSVKKG00000009154,TGIF1,ENSCPBG00000006961,TGIF1,ENSCPRG00005011653,TGIF1,ENSGALG00000014795,TGIF1
ENSVKKG00000006667,TMEM177,ENSCPBG00000013684,TMEM177,ENSCPRG00005000964,TMEM177,ENSGALG00000011593,TMEM177
ENSVKKG00000002000,HOXD4,ENSCPBG00000003507,HOXD4,ENSCPRG00005013826,HOXD4,ENSGALG00000023419,HOXD4
ENSVKKG00000017745,SBF1,ENSCPBG00000018127,SBF1,ENSCPRG00005003782,SBF1,ENSGALG00000043178,SBF1
ENSVKKG00000003839,DDIT4,ENSCPBG00000025876,DDIT4,ENSCPRG00005009678,DDIT4,ENSGALG00000041459,DDIT4
ENSVKKG00000011483,SNORA66,ENSCPBG00000024215,SNORA66,ENSCPRG00005015621,SNORA66,ENSGALG00000024592,SNORA66
ENSVKKG00000007246,WRN,ENSCPBG00000013421,WRN,ENSCPRG00005001240,WRN,ENSGALG00000040909,WRN
ENSVKKG00000013533,RXRA,ENSCPBG00000021079,RXRA,ENSCPRG00005007680,RXRA,ENSGALG00000042055,RXRA
ENSVKKG00000008878,RASA3,ENSCPBG00000022861,RASA3,ENSCPRG00005016183,RASA3,ENSGALG00000016817,RASA3
ENSVKKG00000011042,RFLNB,ENSCPBG00000015764,RFLNB,ENSCPRG00005012533,RFLNB,ENSGALG00000004900,RFLNB
ENSVKKG00000004531,IQGAP3,ENSCPBG00000025794,IQGAP3,ENSCPRG00005007853,IQGAP3,ENSGALG00000049193,IQGAP3
ENSVKKG00000015832,SLC2A2,ENSCPBG00000015940,SLC2A2,ENSCPRG00005009357,SLC2A2,ENSGALG00000009306,SLC2A2
ENSVKKG00000003911,CASP7,ENSCPBG00000004276,CASP7,ENSCPRG00005010985,CASP7,ENSGALG00000008933,CASP7
ENSVKKG00000003236,UNC93A,ENSCPBG00000012535,UNC93A,ENSCPRG00005017469,UNC93A,ENSGALG00000011341,UNC93A
ENSVKKG00000014741,FAM13B,ENSCPBG00000008782,FAM13B,ENSCPRG00005011371,FAM13B,ENSGALG00000041706,FAM13B
ENSVKKG00000015491,ADAMTS8,ENSCPBG00000026860,ADAMTS8,ENSCPRG00005001449,ADAMTS8,ENSGALG00000001370,ADAMTS8
ENSVKKG00000001541,STXBP4,ENSCPBG00000004333,STXBP4,ENSCPRG00005002170,STXBP4,ENSGALG00000003033,STXBP4
ENSVKKG00000001534,COX11,ENSCPBG00000004303,COX11,ENSCPRG00005002196,COX11,ENSGALG00000027190,COX11
ENSVKKG00000005917,PIGM,ENSCPBG00000008700,PIGM,ENSCPRG00005014387,PIGM,ENSGALG00000010768,PIGM
ENSVKKG00000005046,PCYT1B,ENSCPBG00000006063,PCYT1B,ENSCPRG00005003820,PCYT1B,ENSGALG00000016318,PCYT1B
ENSVKKG00000009207,MYOD1,ENSCPBG00000017560,MYOD1,ENSCPRG00005000428,MYOD1,ENSGALG00000006216,MYOD1
ENSVKKG00000017158,,ENSCPBG00000009488,CABP4,ENSCPRG00005012368,CABP4,ENSGALG00000052867,CABP4
ENSVKKG00000006435,PHF19,ENSCPBG00000012079,PHF19,ENSCPRG00005009736,PHF19,ENSGALG00000001595,PHF19
ENSVKKG00000017866,MASTL,ENSCPBG00000015834,MASTL,ENSCPRG00005008424,MASTL,ENSGALG00000007507,MASTL
ENSVKKG00000009298,BPHL,ENSCPBG00000009096,BPHL,ENSCPRG00005000493,BPHL,ENSGALG00000029659,BPHL
ENSVKKG00000017519,SNTB1,ENSCPBG00000015255,SNTB1,ENSCPRG00005008688,SNTB1,ENSGALG00000034528,SNTB1
ENSVKKG00000012533,ZNF654,ENSCPBG00000005527,ZNF654,ENSCPRG00005009740,ZNF654,ENSGALG00000022866,ZNF654
ENSVKKG00000005239,,ENSCPBG00000008633,,ENSCPRG00005003314,,ENSGALG00000034137,
ENSVKKG00000011032,,ENSCPBG00000015760,,ENSCPRG00005012519,,ENSGALG00000037314,
ENSVKKG00000009797,GUCA1A,ENSCPBG00000021269,GUCA1A,ENSCPRG00005015855,GUCA1A,ENSGALG00000001431,GUCA1A
ENSVKKG00000008685,MRPS9,ENSCPBG00000007214,MRPS9,ENSCPRG00005014477,MRPS9,ENSGALG00000016794,MRPS9
ENSVKKG00000014376,UBASH3B,ENSCPBG00000014962,UBASH3B,ENSCPRG00005002839,UBASH3B,ENSGALG00000006567,UBASH3B
ENSVKKG00000013266,MOB3A,ENSCPBG00000018517,MOB3A,ENSCPRG00005009141,MOB3A,ENSGALG00000031729,MOB3A
ENSVKKG00000005216,CNTRL,ENSCPBG00000009966,CNTRL,ENSCPRG00005009852,CNTRL,ENSGALG00000001513,CNTRL
ENSVKKG00000007607,FRRS1L,ENSCPBG00000000432,FRRS1L,ENSCPRG00005014263,FRRS1L,ENSGALG00000025792,FRRS1L
ENSVKKG00000002968,PREX2,ENSCPBG00000019154,PREX2,ENSCPRG00005018141,PREX2,ENSGALG00000042354,PREX2
ENSVKKG00000006681,ECM2,ENSCPBG00000018460,ECM2,ENSCPRG00005019195,ECM2,ENSGALG00000004695,ECM2
ENSVKKG00000005041,RPP30,ENSCPBG00000026518,RPP30,ENSCPRG00005017744,RPP30,ENSGALG00000006486,RPP30
ENSVKKG00000018757,SH3BGRL2,ENSCPBG00000023121,SH3BGRL2,ENSCPRG00005014843,SH3BGRL2,ENSGALG00000015877,SH3BGRL2
ENSVKKG00000005615,NADK2,ENSCPBG00000004645,NADK2,ENSCPRG00005015799,NADK2,ENSGALG00000003558,NADK2
ENSVKKG00000008698,SLC5A7,ENSCPBG00000007102,SLC5A7,ENSCPRG00005014605,SLC5A7,ENSGALG00000016804,SLC5A7
ENSVKKG00000005341,METTL24,ENSCPBG00000006455,METTL24,ENSCPRG00005001846,METTL24,ENSGALG00000041120,METTL24
ENSVKKG00000015744,,ENSCPBG00000012402,,ENSCPRG00005001005,,ENSGALG00000037316,OCLN
ENSVKKG00000005890,MAB21L1,ENSCPBG00000003514,MAB21L1,ENSCPRG00005005536,MAB21L1,ENSGALG00000045052,MAB21L1
ENSVKKG00000005796,GMEB1,ENSCPBG00000011222,GMEB1,ENSCPRG00005017491,GMEB1,ENSGALG00000038488,GMEB1
ENSVKKG00000016058,KIF24,ENSCPBG00000005955,KIF24,ENSCPRG00005015148,KIF24,ENSGALG00000005806,KIF24
ENSVKKG00000004502,CDKN2AIP,ENSCPBG00000008289,,ENSCPRG00005000093,,ENSGALG00000010661,CDKN2AIP
ENSVKKG00000018071,,ENSCPBG00000009851,,ENSCPRG00005010254,,ENSGALG00000005525,SRSF1
ENSVKKG00000015873,PPP1R12A,ENSCPBG00000000060,PPP1R12A,ENSCPRG00005003724,PPP1R12A,ENSGALG00000010325,PPP1R12A
ENSVKKG00000007321,LARGE1,ENSCPBG00000023171,LARGE1,ENSCPRG00005018610,LARGE1,ENSGALG00000012559,LARGE1
ENSVKKG00000017585,NDUFV2,ENSCPBG00000028377,NDUFV2,ENSCPRG00005009576,NDUFV2,ENSGALG00000036625,NDUFV2
ENSVKKG00000016122,PIGO,ENSCPBG00000017926,PIGO,ENSCPRG00005015477,PIGO,ENSGALG00000002023,PIGO
ENSVKKG00000009767,RFTN2,ENSCPBG00000021921,RFTN2,ENSCPRG00005009261,RFTN2,ENSGALG00000036471,RFTN2
ENSVKKG00000003090,UTP18,ENSCPBG00000000512,UTP18,ENSCPRG00005002230,UTP18,ENSGALG00000002985,UTP18
ENSVKKG00000014796,KHDRBS3,ENSCPBG00000019654,KHDRBS3,ENSCPRG00005011881,KHDRBS3,ENSGALG00000031519,KHDRBS3
ENSVKKG00000004645,BIRC6,ENSCPBG00000024856,BIRC6,ENSCPRG00005013299,BIRC6,ENSGALG00000010541,BIRC6
ENSVKKG00000003149,SNORA62,ENSCPBG00000000187,SNORA62,ENSCPRG00005008757,SNORA62,ENSGALG00000017838,SNORA62
ENSVKKG00000008408,ABCC1,ENSCPBG00000020208,ABCC1,ENSCPRG00005009465,ABCC1,ENSGALG00000006646,ABCC1
ENSVKKG00000000346,ERH,ENSCPBG00000021611,ERH,ENSCPRG00005018156,ERH,ENSGALG00000017384,ERH
ENSVKKG00000016841,TENT5D,ENSCPBG00000014492,TENT5D,ENSCPRG00005010897,TENT5D,ENSGALG00000007157,TENT5D
ENSVKKG00000010466,CCT8,ENSCPBG00000006647,CCT8,ENSCPRG00005013638,CCT8,ENSGALG00000015821,CCT8
ENSVKKG00000000783,MFSD4A,ENSCPBG00000001577,MFSD4A,ENSCPRG00005010329,MFSD4A,ENSGALG00000000695,MFSD4A
ENSVKKG00000014128,AVPR1A,ENSCPBG00000000790,AVPR1A,ENSCPRG00005007753,AVPR1A,ENSGALG00000040567,AVPR1A
ENSVKKG00000012142,ATG4C,ENSCPBG00000014206,ATG4C,ENSCPRG00005010945,ATG4C,ENSGALG00000010985,ATG4C
ENSVKKG00000007288,,ENSCPBG00000013048,,ENSCPRG00005018400,,ENSGALG00000009112,LRRC57
ENSVKKG00000017508,STARD5,ENSCPBG00000007763,STARD5,ENSCPRG00005016335,STARD5,ENSGALG00000021193,STARD5
ENSVKKG00000016621,ACVR1C,ENSCPBG00000026513,ACVR1C,ENSCPRG00005008976,ACVR1C,ENSGALG00000041257,ACVR1C
ENSVKKG00000006215,MSL3,ENSCPBG00000024070,MSL3,ENSCPRG00005006395,MSL3,ENSGALG00000041433,MSL3
ENSVKKG00000017488,RASL12,ENSCPBG00000019681,RASL12,ENSCPRG00005000165,RASL12,ENSGALG00000007349,RASL12
ENSVKKG00000004063,MYEF2,ENSCPBG00000024789,MYEF2,ENSCPRG00005014026,MYEF2,ENSGALG00000032546,MYEF2
ENSVKKG00000015522,ANAPC7,ENSCPBG00000026024,ANAPC7,ENSCPRG00005012057,ANAPC7,ENSGALG00000003826,ANAPC7
ENSVKKG00000004068,BBS10,ENSCPBG00000018096,BBS10,ENSCPRG00005006087,BBS10,ENSGALG00000033769,
ENSVKKG00000012279,ANKLE2,ENSCPBG00000016992,ANKLE2,ENSCPRG00005000159,ANKLE2,ENSGALG00000002143,ANKLE2
