eggnog_name,chicken_102_gene_id,chicken_110_gene_id,turtle_3_gene_id,komodo_gene_id,crocodile_gene_id
NGB,ENSGALG00000010413,ENSGALG00010005243,ENSCPBG00000026302,ENSVKKG00000015881,ENSCPRG00005005377
NGEF,ENSGALG00000036327,ENSGALG00010022873,ENSCPBG00000024378,ENSVKKG00000013751,ENSCPRG00005008565
NGF,ENSGALG00000002556,ENSGALG00010025423,ENSCPBG00000016785,ENSVKKG00000007435,ENSCPRG00005014402
NGFR,ENSGALG00000035950,ENSGALG00010024218,ENSCPBG00000027292,ENSVKKG00000002591,ENSCPRG00005007361
NGLY1,ENSGALG00000011304,ENSGALG00010002464,ENSCPBG00000022598,ENSVKKG00000001235,ENSCPRG00005004102
NHE2,ENSGALG00000007118,ENSGALG00010014306,ENSCPBG00000014484,ENSVKKG00000014648,ENSCPRG00005010861
NHEJ1,ENSGALG00000011335,ENSGALG00010022224,,ENSVKKG00000001290,ENSCPRG00005018895
NHLH1,ENSGALG00000025817,ENSGALG00010027701,ENSCPBG00000025626,ENSVKKG00000004838,ENSCPRG00005013725
NHLH2,ENSGALG00000033432,ENSGALG00010025220,"{'ENSCPBG00000014115', 'ENSCPBG00000002535'}",ENSVKKG00000010437,ENSCPRG00005003607
NHLRC1,ENSGALG00000012688,ENSGALG00010008456,ENSCPBG00000016748,ENSVKKG00000007489,ENSCPRG00005003235
NHLRC2,ENSGALG00000008946,ENSGALG00010022400,ENSCPBG00000004239,ENSVKKG00000003914,ENSCPRG00005010954
NHLRC3,ENSGALG00000051672,ENSGALG00010002716,ENSCPBG00000000846,ENSVKKG00000009022,ENSCPRG00005003474
NHLRC4,ENSGALG00000045317,,ENSCPBG00000024922,ENSVKKG00000011297,ENSCPRG00005002189
NHP2,ENSGALG00000033666,ENSGALG00010012228,ENSCPBG00000022106,ENSVKKG00000015251,ENSCPRG00005014322
NHP2L1,ENSGALG00000011931,ENSGALG00010010771,ENSCPBG00000020533,ENSVKKG00000016899,"{'ENSCPRG00005019074', 'ENSCPRG00005019075'}"
NHS,ENSGALG00000016543,ENSGALG00010002379,ENSCPBG00000007162,ENSVKKG00000017889,ENSCPRG00005005178
NHSL1,ENSGALG00000026981,ENSGALG00010004233,ENSCPBG00000017203,ENSVKKG00000009096,ENSCPRG00005001408
NHSL2,ENSGALG00000028506,ENSGALG00010015171,ENSCPBG00000011951,ENSVKKG00000013100,
NICN1,ENSGALG00000036089,ENSGALG00010026919,ENSCPBG00000010908,ENSVKKG00000015310,ENSCPRG00005015438
NID1,ENSGALG00000042079,ENSGALG00010009327,ENSCPBG00000004266,ENSVKKG00000006730,ENSCPRG00005016572
NID2,"{'ENSGALG00000012394', 'ENSGALG00000053371'}",ENSGALG00010019673,ENSCPBG00000021197,ENSVKKG00000001772,ENSCPRG00005011489
NIF3L1,ENSGALG00000008226,ENSGALG00010024811,ENSCPBG00000011743,ENSVKKG00000007272,ENSCPRG00005008503
NIFK,ENSGALG00000011650,ENSGALG00010021759,ENSCPBG00000013739,ENSVKKG00000012361,ENSCPRG00005001371
NIM1K,ENSGALG00000014861,ENSGALG00010014292,ENSCPBG00000007709,ENSVKKG00000001213,ENSCPRG00005016179
NIN,ENSGALG00000012361,ENSGALG00010019392,ENSCPBG00000022306,ENSVKKG00000006187,ENSCPRG00005018527
NINAE,ENSGALG00000041662,ENSGALG00010005533,ENSCPBG00000013220,ENSVKKG00000011121,ENSCPRG00005012845
NINJ1,ENSGALG00000026891,ENSGALG00010027715,ENSCPBG00000022422,ENSVKKG00000009325,ENSCPRG00005019114
NINJ2,ENSGALG00000012989,ENSGALG00010012300,ENSCPBG00000027346,ENSVKKG00000018583,ENSCPRG00005017340
NINL,ENSGALG00000023506,,ENSCPBG00000017716,ENSVKKG00000014348,ENSCPRG00005011133
NIP7,ENSGALG00000000650,ENSGALG00010008219,ENSCPBG00000027051,ENSVKKG00000007835,ENSCPRG00005008418
NIPA1,ENSGALG00000039811,"{'ENSGALG00010003280', 'ENSGALG00010002421'}",ENSCPBG00000007672,ENSVKKG00000010477,ENSCPRG00005009914
NIPA2,"{'ENSGALG00000016737', 'ENSGALG00000004975'}","{'ENSGALG00010002860', 'ENSGALG00010015994'}","{'ENSCPBG00000007686', 'ENSCPBG00000001416'}","{'ENSVKKG00000011915', 'ENSVKKG00000010474'}","{'ENSCPRG00005009710', 'ENSCPRG00005009861'}"
NIPAL1,ENSGALG00000027986,ENSGALG00010016868,ENSCPBG00000024934,ENSVKKG00000004978,ENSCPRG00005009829
NIPAL2,ENSGALG00000032718,ENSGALG00010011683,ENSCPBG00000006386,ENSVKKG00000009536,ENSCPRG00005003016
NIPAL3,ENSGALG00000004268,ENSGALG00010015855,ENSCPBG00000025090,ENSVKKG00000007179,ENSCPRG00005016660
NIPAL4,ENSGALG00000039687,ENSGALG00010015020,ENSCPBG00000001617,ENSVKKG00000014873,"{'ENSCPRG00005013331', 'ENSCPRG00005013330'}"
NIPBL,"{'ENSGALG00000003605', 'ENSGALG00000039023'}","{'ENSGALG00010013746', 'ENSGALG00010012393'}",ENSCPBG00000006177,ENSVKKG00000005660,ENSCPRG00005015833
NIPSNAP1,ENSGALG00000038301,ENSGALG00010000173,ENSCPBG00000001844,ENSVKKG00000009252,ENSCPRG00005006657
NIPSNAP3A,ENSGALG00000027334,ENSGALG00010014083,ENSCPBG00000023965,ENSVKKG00000002158,ENSCPRG00005014746
NISCH,ENSGALG00000043825,ENSGALG00010028031,ENSCPBG00000016685,ENSVKKG00000015296,ENSCPRG00005013985
NIT1,ENSGALG00000007585,"{'ENSGALG00010028027', 'ENSGALG00010028062'}",ENSCPBG00000009095,"{'ENSVKKG00000004887', 'ENSVKKG00000004889'}",
NIT2,ENSGALG00000015275,ENSGALG00010005630,ENSCPBG00000003972,ENSVKKG00000017240,ENSCPRG00005004517
NKAIN1,ENSGALG00000000604,ENSGALG00010012905,ENSCPBG00000015569,ENSVKKG00000002680,ENSCPRG00005004391
NKAIN2,ENSGALG00000039756,ENSGALG00010005010,ENSCPBG00000018559,"{'ENSVKKG00000004919', 'ENSVKKG00000004923'}",ENSCPRG00005004958
NKAIN3,ENSGALG00000034899,ENSGALG00010004006,ENSCPBG00000021419,ENSVKKG00000003251,ENSCPRG00005017596
NKAIN4,"{'ENSGALG00000000604', 'ENSGALG00000005774'}",ENSGALG00010024194,ENSCPBG00000027188,ENSVKKG00000003111,ENSCPRG00005005780
NKAP,ENSGALG00000020262,ENSGALG00010012912,ENSCPBG00000020673,ENSVKKG00000011911,ENSCPRG00005005892
NKD1,ENSGALG00000003767,ENSGALG00010024038,ENSCPBG00000015936,ENSVKKG00000003495,ENSCPRG00005003548
NKIRAS1,ENSGALG00000011289,ENSGALG00010001693,ENSCPBG00000022583,"{'ENSVKKG00000001023', 'ENSVKKG00000006896'}",ENSCPRG00005002143
NKIRAS2,ENSGALG00000028971,ENSGALG00010023164,ENSCPBG00000006772,ENSVKKG00000016301,ENSCPRG00005005343
NKRF,ENSGALG00000008645,ENSGALG00010012977,ENSCPBG00000020704,ENSVKKG00000011902,ENSCPRG00005005929
NKTR,ENSGALG00000030268,ENSGALG00010027374,"{'ENSCPBG00000004311', 'ENSCPBG00000004337'}",ENSVKKG00000014462,ENSCPRG00005002399
NKX1-1,ENSGALG00000035650,ENSGALG00010016036,ENSCPBG00000000801,,
NKX1-2,ENSGALG00000050402,ENSGALG00010001884,ENSCPBG00000028073,ENSVKKG00000008229,
NKX2-1,ENSGALG00000037632,ENSGALG00010004654,ENSCPBG00000020792,ENSVKKG00000012518,ENSCPRG00005003775
NKX2-2,ENSGALG00000036869,ENSGALG00010018111,ENSCPBG00000023541,ENSVKKG00000004366,ENSCPRG00005010983
NKX2-3,ENSGALG00000030932,"{'ENSGALG00010018311', 'ENSGALG00010028216'}",ENSCPBG00000012238,ENSVKKG00000013406,
NKX2-4,ENSGALG00000035835,ENSGALG00010018125,ENSCPBG00000023539,,"{'ENSCPRG00005010970', 'ENSCPRG00005010975'}"
NKX2-5,ENSGALG00000002886,ENSGALG00010009324,ENSCPBG00000007563,ENSVKKG00000011696,ENSCPRG00005007932
NKX2-6,ENSGALG00000000365,ENSGALG00010020189,ENSCPBG00000002598,ENSVKKG00000013469,ENSCPRG00005014221
NKX2-8,ENSGALG00000028483,ENSGALG00010004785,ENSCPBG00000020791,,
NKX3-2,ENSGALG00000031859,ENSGALG00010010183,ENSCPBG00000005554,ENSVKKG00000001283,ENSCPRG00005004240
NKX6-1,ENSGALG00000032545,ENSGALG00010003453,ENSCPBG00000007754,ENSVKKG00000009818,ENSCPRG00005015198
NKX6-2,ENSGALG00000010500,ENSGALG00010001577,ENSCPBG00000014010,ENSVKKG00000003058,ENSCPRG00005007090
NKX6-3,ENSGALG00000018503,ENSGALG00010018078,ENSCPBG00000002892,ENSVKKG00000015446,ENSCPRG00005000634
NLE1,ENSGALG00000004691,ENSGALG00010029754,ENSCPBG00000015810,ENSVKKG00000011300,ENSCPRG00005012895
NLGN1,ENSGALG00000040938,ENSGALG00010018484,"{'ENSCPBG00000027118', 'ENSCPBG00000027117'}","{'ENSVKKG00000012376', 'ENSVKKG00000012377'}","{'ENSCPRG00005009587', 'ENSCPRG00005009577'}"
NLGN2,ENSGALG00000051904,,ENSCPBG00000011232,ENSVKKG00000013871,
NLGN3,ENSGALG00000005553,ENSGALG00010018372,ENSCPBG00000016680,ENSVKKG00000003264,ENSCPRG00005001481
NLGN4X,ENSGALG00000016628,ENSGALG00010001477,ENSCPBG00000010398,ENSVKKG00000006382,ENSCPRG00005006945
NLK,ENSGALG00000005699,ENSGALG00010029564,ENSCPBG00000014053,ENSVKKG00000017105,ENSCPRG00005009110
NLN,ENSGALG00000014769,ENSGALG00010012346,ENSCPBG00000026854,ENSVKKG00000005196,ENSCPRG00005017235
NLRC3,ENSGALG00000033278,ENSGALG00010016676,ENSCPBG00000026386,ENSVKKG00000011315,ENSCPRG00005002342
NLRC5,ENSGALG00000001256,ENSGALG00010022005,ENSCPBG00000011913,ENSVKKG00000003760,ENSCPRG00005015379
NLRP3,ENSGALG00000034124,ENSGALG00010022058,"{'ENSCPBG00000025344', 'ENSCPBG00000013157', 'ENSCPBG00000009874', 'ENSCPBG00000013154', 'ENSCPBG00000022153', 'ENSCPBG00000004341', 'ENSCPBG00000004223'}","{'ENSVKKG00000016081', 'ENSVKKG00000000100'}",
NLRX1,ENSGALG00000044053,ENSGALG00010024159,ENSCPBG00000007855,ENSVKKG00000004131,ENSCPRG00005004090
NMB,ENSGALG00000043506,ENSGALG00010022375,ENSCPBG00000005978,ENSVKKG00000007142,ENSCPRG00005005137
NMBR,ENSGALG00000013813,ENSGALG00010005824,ENSCPBG00000017178,ENSVKKG00000009079,ENSCPRG00005001168
NMD3,ENSGALG00000009533,ENSGALG00010001140,ENSCPBG00000018318,ENSVKKG00000000567,ENSCPRG00005008295
NME1,ENSGALG00000007305,ENSGALG00010029243,ENSCPBG00000000359,ENSVKKG00000003101,ENSCPRG00005002257
NME2,ENSGALG00000002932,ENSGALG00010029223,ENSCPBG00000000369,ENSVKKG00000003098,ENSCPRG00005002251
NME3,ENSGALG00000027635,ENSGALG00010018490,ENSCPBG00000023273,ENSVKKG00000008356,ENSCPRG00005000423
NME4,ENSGALG00000002688,,ENSCPBG00000024884,ENSVKKG00000011305,ENSCPRG00005002273
NME5,ENSGALG00000043569,ENSGALG00010015198,ENSCPBG00000008814,ENSVKKG00000014762,ENSCPRG00005011426
NME6,ENSGALG00000038044,ENSGALG00010007418,ENSCPBG00000011730,ENSVKKG00000017699,
NME7,ENSGALG00000015230,ENSGALG00010005334,ENSCPBG00000003681,ENSVKKG00000017279,ENSCPRG00005004187
NME8,ENSGALG00000029677,ENSGALG00010015943,ENSCPBG00000024938,ENSVKKG00000007479,ENSCPRG00005010907
NME9,ENSGALG00000031071,ENSGALG00010024477,ENSCPBG00000007494,,
NMI,ENSGALG00000012480,ENSGALG00010009731,ENSCPBG00000025846,ENSVKKG00000016612,ENSCPRG00005008353
NMNAT1,ENSGALG00000043318,ENSGALG00010017142,ENSCPBG00000022056,ENSVKKG00000006439,ENSCPRG00005003174
NMNAT2,ENSGALG00000004642,ENSGALG00010011471,ENSCPBG00000015730,ENSVKKG00000004734,ENSCPRG00005013910
NMNAT3,ENSGALG00000026187,ENSGALG00010026692,ENSCPBG00000019274,"{'ENSVKKG00000011223', 'ENSVKKG00000011222'}",ENSCPRG00005004704
NMRAL1,ENSGALG00000029820,ENSGALG00010016644,ENSCPBG00000015718,ENSVKKG00000008133,ENSCPRG00005002349
NMRK1,ENSGALG00000015156,ENSGALG00010015466,ENSCPBG00000019763,ENSVKKG00000014295,ENSCPRG00005006370
NMRK2,ENSGALG00000025751,ENSGALG00010027821,ENSCPBG00000011129,ENSVKKG00000008389,ENSCPRG00005008704
NMS,ENSGALG00000050027,ENSGALG00010015933,ENSCPBG00000007315,,ENSCPRG00005012288
NMT1,ENSGALG00000000857,ENSGALG00010023799,ENSCPBG00000008881,ENSVKKG00000012061,ENSCPRG00005015490
NMT2,ENSGALG00000008791,ENSGALG00010002598,ENSCPBG00000021201,ENSVKKG00000003383,ENSCPRG00005011668
NMU,ENSGALG00000020151,ENSGALG00010013308,ENSCPBG00000025079,ENSVKKG00000018122,
NMUR1,ENSGALG00000007714,ENSGALG00010015657,ENSCPBG00000016182,ENSVKKG00000003573,ENSCPRG00005012073
NMUR2,ENSGALG00000004101,ENSGALG00010014224,ENSCPBG00000010249,ENSVKKG00000017747,ENSCPRG00005012849
NNT,ENSGALG00000014869,ENSGALG00010014579,"{'ENSCPBG00000007649', 'ENSCPBG00000024739'}","{'ENSVKKG00000012560', 'ENSVKKG00000001437'}","{'ENSCPRG00005016325', 'ENSCPRG00005014657'}"
NOA1,ENSGALG00000038585,ENSGALG00010003695,ENSCPBG00000015009,ENSVKKG00000004212,ENSCPRG00005006497
NOB1,ENSGALG00000000693,ENSGALG00010008294,ENSCPBG00000027035,ENSVKKG00000008118,ENSCPRG00005008501
NOBOX,ENSGALG00000043916,ENSGALG00010024606,ENSCPBG00000007977,ENSVKKG00000007803,
NOC2L,ENSGALG00000002222,ENSGALG00010017223,ENSCPBG00000022124,ENSVKKG00000005623,ENSCPRG00005002910
NOC3L,ENSGALG00000035667,ENSGALG00010019916,ENSCPBG00000026538,ENSVKKG00000000649,ENSCPRG00005017181
NOC4L,ENSGALG00000002272,ENSGALG00010022255,ENSCPBG00000024642,ENSVKKG00000012295,ENSCPRG00005018867
NOD1,ENSGALG00000036807,ENSGALG00010016856,ENSCPBG00000022796,ENSVKKG00000003163,ENSCPRG00005005149
NODAL,ENSGALG00000049358,ENSGALG00010017759,ENSCPBG00000005783,ENSVKKG00000015101,ENSCPRG00005001771
NOG,ENSGALG00000003114,ENSGALG00010029577,ENSCPBG00000004497,ENSVKKG00000001589,ENSCPRG00005002123
NOG2,ENSGALG00000039817,ENSGALG00010019318,ENSCPBG00000018745,ENSVKKG00000008486,ENSCPRG00005000850
NOL10,ENSGALG00000016445,ENSGALG00010003525,,ENSVKKG00000006207,ENSCPRG00005006615
NOL11,ENSGALG00000003650,ENSGALG00010029323,ENSCPBG00000009509,ENSVKKG00000007775,ENSCPRG00005018631
NOL12,ENSGALG00000012410,ENSGALG00010010890,ENSCPBG00000023060,ENSVKKG00000006451,ENSCPRG00005018970
NOL4,ENSGALG00000015198,ENSGALG00010005319,ENSCPBG00000020977,ENSVKKG00000006375,ENSCPRG00005015291
NOL4L,ENSGALG00000041732,ENSGALG00010013367,ENSCPBG00000027468,ENSVKKG00000010758,ENSCPRG00005007829
NOL6,ENSGALG00000030730,ENSGALG00010010870,ENSCPBG00000005864,ENSVKKG00000015992,ENSCPRG00005015083
NOL7,ENSGALG00000012695,ENSGALG00010007783,ENSCPBG00000016731,ENSVKKG00000010586,
NOL8,ENSGALG00000004750,ENSGALG00010027207,ENSCPBG00000006773,ENSVKKG00000006687,ENSCPRG00005019197
NOL9,ENSGALG00000028958,ENSGALG00010018985,ENSCPBG00000016120,ENSVKKG00000006403,ENSCPRG00005011328
NOLC1,ENSGALG00000041124,ENSGALG00010020248,ENSCPBG00000020399,ENSVKKG00000002893,ENSCPRG00005001895
NOM1,ENSGALG00000006437,ENSGALG00010024927,ENSCPBG00000018215,ENSVKKG00000000802,ENSCPRG00005005432
NOMO1,ENSGALG00000029360,ENSGALG00010020827,ENSCPBG00000019815,ENSVKKG00000007598,ENSCPRG00005008484
NONO,ENSGALG00000005507,ENSGALG00010017010,ENSCPBG00000016659,ENSVKKG00000001271,ENSCPRG00005001433
NOP14,ENSGALG00000015649,ENSGALG00010016417,ENSCPBG00000013842,ENSVKKG00000008443,ENSCPRG00005002058
NOP16,ENSGALG00000003355,ENSGALG00010014257,ENSCPBG00000022647,ENSVKKG00000014997,ENSCPRG00005013546
NOP2,ENSGALG00000037807,ENSGALG00010022069,ENSCPBG00000027725,ENSVKKG00000003641,ENSCPRG00005007691
NOP56,ENSGALG00000032730,ENSGALG00010006001,ENSCPBG00000024420,ENSVKKG00000000248,ENSCPRG00005006572
NOP58,ENSGALG00000008454,ENSGALG00010025157,ENSCPBG00000011565,ENSVKKG00000010911,ENSCPRG00005001353
NOS1,ENSGALG00000008177,ENSGALG00010000576,ENSCPBG00000012237,ENSVKKG00000005371,ENSCPRG00005007404
NOS1AP,"{'ENSGALG00000041238', 'ENSGALG00000036871'}","{'ENSGALG00010013044', 'ENSGALG00010027730'}","{'ENSCPBG00000009911', 'ENSCPBG00000017977'}","{'ENSVKKG00000013705', 'ENSVKKG00000018215'}","{'ENSCPRG00005001113', 'ENSCPRG00005010514'}"
NOS2,ENSGALG00000038096,ENSGALG00010029552,ENSCPBG00000014046,ENSVKKG00000017107,ENSCPRG00005009119
NOS3,ENSGALG00000050508,ENSGALG00010027175,ENSCPBG00000012253,ENSVKKG00000008225,
NOTCH1,ENSGALG00000002375,ENSGALG00010028107,ENSCPBG00000012243,ENSVKKG00000013578,ENSCPRG00005007923
NOTCH2,ENSGALG00000002922,ENSGALG00010013323,ENSCPBG00000005048,,ENSCPRG00005001488
NOTO,"{'ENSGALG00000035981', 'ENSGALG00000010588'}","{'ENSGALG00010018247', 'ENSGALG00010018266'}","{'ENSCPBG00000024511', 'ENSCPBG00000024512'}",ENSVKKG00000000312,ENSCPRG00005018762
NOTUM,ENSGALG00000002900,ENSGALG00010029178,ENSCPBG00000011513,ENSVKKG00000004743,
NOV,ENSGALG00000038364,ENSGALG00010009284,ENSCPBG00000015378,ENSVKKG00000017420,ENSCPRG00005007670
NOVA1,ENSGALG00000009850,"{'ENSGALG00010004436', 'ENSGALG00010007328'}",ENSCPBG00000027677,ENSVKKG00000012237,ENSCPRG00005018909
NOX1,ENSGALG00000006707,ENSGALG00010016678,ENSCPBG00000014297,ENSVKKG00000011742,ENSCPRG00005009681
NOX3,ENSGALG00000013659,ENSGALG00010005345,ENSCPBG00000016318,ENSVKKG00000017584,ENSCPRG00005018044
NOX4,ENSGALG00000017235,ENSGALG00010007357,ENSCPBG00000019773,ENSVKKG00000012802,ENSCPRG00005015970
NOX5,ENSGALG00000008063,ENSGALG00010017588,ENSCPBG00000025517,ENSVKKG00000017035,ENSCPRG00005000970
NOXA1,ENSGALG00000008952,ENSGALG00010028484,ENSCPBG00000011681,ENSVKKG00000001845,ENSCPRG00005011167
NOXO1,ENSGALG00000005572,ENSGALG00010018902,ENSCPBG00000000284,ENSVKKG00000016270,ENSCPRG00005014858
NPAS2,ENSGALG00000016774,ENSGALG00010013436,ENSCPBG00000007339,ENSVKKG00000006289,ENSCPRG00005012396
NPAS3,ENSGALG00000029022,ENSGALG00010005829,"{'ENSCPBG00000026183', 'ENSCPBG00000026185'}",ENSVKKG00000012457,ENSCPRG00005003280
NPB,ENSGALG00000044431,ENSGALG00010029364,ENSCPBG00000011498,ENSVKKG00000004710,
NPBWR1,ENSGALG00000015261,ENSGALG00010004089,ENSCPBG00000005165,ENSVKKG00000000696,ENSCPRG00005016153
NPBWR2,ENSGALG00000029170,ENSGALG00010023256,ENSCPBG00000013971,ENSVKKG00000002465,ENSCPRG00005006011
NPC1,ENSGALG00000015030,ENSGALG00010004859,ENSCPBG00000027231,ENSVKKG00000007497,ENSCPRG00005014264
NPC2,ENSGALG00000010237,ENSGALG00010004307,ENSCPBG00000026228,ENSVKKG00000011989,ENSCPRG00005004174
NPDC1,ENSGALG00000031482,ENSGALG00010029140,ENSCPBG00000010763,ENSVKKG00000002427,ENSCPRG00005011060
NPEPL1,ENSGALG00000007533,ENSGALG00010014710,ENSCPBG00000023920,ENSVKKG00000004058,ENSCPRG00005005139
NPEPPS,ENSGALG00000031332,"{'ENSGALG00010024010', 'ENSGALG00010021150'}",ENSCPBG00000027428,ENSVKKG00000002392,ENSCPRG00005002094
NPFFR1,ENSGALG00000004446,ENSGALG00010021724,ENSCPBG00000025887,ENSVKKG00000003813,ENSCPRG00005009626
NPFFR2,ENSGALG00000011616,ENSGALG00010004361,ENSCPBG00000019549,ENSVKKG00000018366,ENSCPRG00005006948
NPHP1,ENSGALG00000008195,ENSGALG00010016980,ENSCPBG00000023552,ENSVKKG00000014309,ENSCPRG00005012090
NPHP3,"{'ENSGALG00000049587', 'ENSGALG00000034586'}",ENSGALG00010018977,ENSCPBG00000023048,ENSVKKG00000018055,ENSCPRG00005007174
NPHP4,ENSGALG00000000966,ENSGALG00010019618,ENSCPBG00000019380,ENSVKKG00000006343,ENSCPRG00005011932
NPHS2,ENSGALG00000004163,ENSGALG00010010944,ENSCPBG00000025820,ENSVKKG00000008972,ENSCPRG00005006302
NPL,ENSGALG00000004614,ENSGALG00010011434,ENSCPBG00000015763,ENSVKKG00000004792,ENSCPRG00005013870
NPLOC4,ENSGALG00000004583,ENSGALG00010029515,ENSCPBG00000010388,ENSVKKG00000016385,ENSCPRG00005018390
NPM1,ENSGALG00000002197,ENSGALG00010010420,"{'ENSCPBG00000021221', 'ENSCPBG00000027172'}",ENSVKKG00000008982,ENSCPRG00005003148
NPM2,ENSGALG00000050870,ENSGALG00010020292,,,ENSCPRG00005002385
NPM3,ENSGALG00000032329,ENSGALG00010021034,ENSCPBG00000003817,ENSVKKG00000014437,ENSCPRG00005013161
NPNT,ENSGALG00000043555,ENSGALG00010006118,ENSCPBG00000003979,ENSVKKG00000010090,ENSCPRG00005006009
NPPB,ENSGALG00000004574,ENSGALG00010022146,ENSCPBG00000021971,ENSVKKG00000001008,ENSCPRG00005014568
NPPC,"{'ENSGALG00000004572', 'ENSGALG00000054873'}","{'ENSGALG00010017635', 'ENSGALG00010017572'}","{'ENSCPBG00000016434', 'ENSCPBG00000021966'}",,ENSCPRG00005014564
NPR1,ENSGALG00000037869,ENSGALG00010028194,ENSCPBG00000024759,ENSVKKG00000005052,ENSCPRG00005013515
NPR2,ENSGALG00000027630,ENSGALG00010009640,ENSCPBG00000004883,ENSVKKG00000007754,
NPR3,ENSGALG00000017405,ENSGALG00010013669,ENSCPBG00000008255,ENSVKKG00000011489,ENSCPRG00005015631
NPRL2,ENSGALG00000002131,ENSGALG00010028126,ENSCPBG00000027100,ENSVKKG00000014239,ENSCPRG00005014459
NPRL3,ENSGALG00000007456,ENSGALG00010019706,ENSCPBG00000026399,ENSVKKG00000000490,ENSCPRG00005003465
NPS,ENSGALG00000052512,ENSGALG00010002611,,ENSVKKG00000009958,ENSCPRG00005009610
NPSR1,ENSGALG00000041820,ENSGALG00010019090,ENSCPBG00000011515,ENSVKKG00000007769,ENSCPRG00005010424
NPTN,ENSGALG00000001741,ENSGALG00010021642,ENSCPBG00000002291,ENSVKKG00000004297,ENSCPRG00005006409
NPTX1,ENSGALG00000017418,ENSGALG00010029556,ENSCPBG00000010522,ENSVKKG00000016403,ENSCPRG00005018220
NPTX2,ENSGALG00000003562,ENSGALG00010022059,ENSCPBG00000020011,ENSVKKG00000007871,ENSCPRG00005017922
NPVF,ENSGALG00000011022,ENSGALG00010001348,ENSCPBG00000022481,ENSVKKG00000012944,ENSCPRG00005016052
NPW,ENSGALG00000045096,ENSGALG00010017136,ENSCPBG00000000448,,
NPY,ENSGALG00000010983,ENSGALG00010002375,ENSCPBG00000022471,ENSVKKG00000012930,ENSCPRG00005015989
NPY1R,"{'ENSGALG00000021235', 'ENSGALG00000009498'}","{'ENSGALG00010015705', 'ENSGALG00010007918'}","{'ENSCPBG00000003367', 'ENSCPBG00000023219', 'ENSCPBG00000008744'}","{'ENSVKKG00000014402', 'ENSVKKG00000000746', 'ENSVKKG00000009253'}","{'ENSCPRG00005010527', 'ENSCPRG00005011351'}"
NPY2R,ENSGALG00000009280,ENSGALG00010015047,ENSCPBG00000009313,ENSVKKG00000000352,ENSCPRG00005009276
NPY4R,ENSGALG00000005923,ENSGALG00010020813,ENSCPBG00000002852,ENSVKKG00000004789,ENSCPRG00005000465
NPY5R,ENSGALG00000009499,ENSGALG00010007932,ENSCPBG00000003356,ENSVKKG00000000748,ENSCPRG00005010528
NPY7R,ENSGALG00000021303,ENSGALG00010016842,ENSCPBG00000009634,ENSVKKG00000004674,ENSCPRG00005012348
NQO2,ENSGALG00000025747,ENSGALG00010011426,,ENSVKKG00000009288,ENSCPRG00005000381
NR0B1,ENSGALG00000016287,ENSGALG00010002261,ENSCPBG00000007353,ENSVKKG00000007420,ENSCPRG00005003648
NR0B2,ENSGALG00000000887,ENSGALG00010013182,ENSCPBG00000024966,ENSVKKG00000005725,ENSCPRG00005003471
NR1D1,ENSGALG00000047662,ENSGALG00010024675,ENSCPBG00000004578,ENSVKKG00000013612,ENSCPRG00005002877
NR1D2,ENSGALG00000011291,ENSGALG00010001528,ENSCPBG00000022587,ENSVKKG00000001056,ENSCPRG00005002147
NR1H3,ENSGALG00000038059,ENSGALG00010022650,ENSCPBG00000015508,ENSVKKG00000016427,ENSCPRG00005014870
NR1H4,ENSGALG00000011594,ENSGALG00010011566,ENSCPBG00000004615,ENSVKKG00000010235,ENSCPRG00005000403
NR1H5,ENSGALG00000002170,ENSGALG00010025369,ENSCPBG00000016569,ENSVKKG00000013093,ENSCPRG00005014428
NR2C1,ENSGALG00000011327,ENSGALG00010011653,ENSCPBG00000001773,ENSVKKG00000014459,ENSCPRG00005019090
NR2C2,ENSGALG00000008519,ENSGALG00010021978,ENSCPBG00000014597,ENSVKKG00000004135,ENSCPRG00005012515
NR2C2AP,ENSGALG00000027375,ENSGALG00010028430,ENSCPBG00000012463,ENSVKKG00000011712,ENSCPRG00005015681
NR2E1,ENSGALG00000015305,ENSGALG00010014453,ENSCPBG00000006262,ENSVKKG00000005758,ENSCPRG00005001409
NR2F1,ENSGALG00000027907,ENSGALG00010013574,ENSCPBG00000010532,ENSVKKG00000011667,ENSCPRG00005002896
NR2F2,ENSGALG00000007000,ENSGALG00010016558,ENSCPBG00000019514,ENSVKKG00000017812,ENSCPRG00005017631
NR2F5,ENSGALG00000053181,ENSGALG00010028698,ENSCPBG00000008009,ENSVKKG00000008674,ENSCPRG00005008941
NR2F6,ENSGALG00000043010,ENSGALG00010028581,ENSCPBG00000012404,ENSVKKG00000015741,ENSCPRG00005001002
NR3C1,ENSGALG00000032992,ENSGALG00010016758,ENSCPBG00000016629,ENSVKKG00000011787,ENSCPRG00005008298
NR3C2,ENSGALG00000010035,ENSGALG00010006735,ENSCPBG00000027355,ENSVKKG00000003122,ENSCPRG00005008899
NR4A1,ENSGALG00000043727,ENSGALG00010025421,ENSCPBG00000019477,ENSVKKG00000005447,ENSCPRG00005001958
NR4A2,ENSGALG00000012538,ENSGALG00010010499,ENSCPBG00000026617,ENSVKKG00000016627,ENSCPRG00005008903
NR4A3,ENSGALG00000013568,ENSGALG00010008346,ENSCPBG00000000766,ENSVKKG00000007656,ENSCPRG00005013476
